parent_agency,agency,acronym,presidential_year,final_rules,proposed_rules
homeland-security-department,u-s-customs-and-border-protection,USCBP,2012,23,9
homeland-security-department,u-s-customs-and-border-protection,USCBP,2013,15,2
homeland-security-department,u-s-customs-and-border-protection,USCBP,2014,9,0
homeland-security-department,u-s-customs-and-border-protection,USCBP,2015,14,1
homeland-security-department,u-s-customs-and-border-protection,USCBP,2016,26,8
homeland-security-department,u-s-customs-and-border-protection,USCBP,2017,15,3
homeland-security-department,u-s-customs-and-border-protection,USCBP,2018,13,1
homeland-security-department,u-s-customs-and-border-protection,USCBP,2019,6,4
homeland-security-department,u-s-customs-and-border-protection,USCBP,2020,42,3
homeland-security-department,u-s-customs-and-border-protection,USCBP,2021,39,3
homeland-security-department,u-s-customs-and-border-protection,USCBP,2022,20,0
homeland-security-department,u-s-customs-and-border-protection,USCBP,2023,12,1
homeland-security-department,u-s-immigration-and-customs-enforcement,ICE,1995,0,0
homeland-security-department,u-s-immigration-and-customs-enforcement,ICE,1996,0,0
homeland-security-department,u-s-immigration-and-customs-enforcement,ICE,1997,0,0
homeland-security-department,u-s-immigration-and-customs-enforcement,ICE,1998,0,0
homeland-security-department,u-s-immigration-and-customs-enforcement,ICE,1999,0,0
homeland-security-department,u-s-immigration-and-customs-enforcement,ICE,2000,0,0
homeland-security-department,u-s-immigration-and-customs-enforcement,ICE,2001,0,0
homeland-security-department,u-s-immigration-and-customs-enforcement,ICE,2002,0,0
homeland-security-department,u-s-immigration-and-customs-enforcement,ICE,2003,0,0
homeland-security-department,u-s-immigration-and-customs-enforcement,ICE,2004,0,0
homeland-security-department,u-s-immigration-and-customs-enforcement,ICE,2005,0,0
homeland-security-department,u-s-immigration-and-customs-enforcement,ICE,2006,0,1
homeland-security-department,u-s-immigration-and-customs-enforcement,ICE,2007,0,0
homeland-security-department,u-s-immigration-and-customs-enforcement,ICE,2008,1,1
homeland-security-department,u-s-immigration-and-customs-enforcement,ICE,2009,0,0
homeland-security-department,u-s-immigration-and-customs-enforcement,ICE,2010,1,0
homeland-security-department,u-s-immigration-and-customs-enforcement,ICE,2011,0,0
homeland-security-department,u-s-immigration-and-customs-enforcement,ICE,2012,0,0
homeland-security-department,u-s-immigration-and-customs-enforcement,ICE,2013,0,1
homeland-security-department,u-s-immigration-and-customs-enforcement,ICE,2014,0,0
homeland-security-department,u-s-immigration-and-customs-enforcement,ICE,2015,0,0
homeland-security-department,u-s-immigration-and-customs-enforcement,ICE,2016,0,0
homeland-security-department,u-s-immigration-and-customs-enforcement,ICE,2017,0,0
homeland-security-department,u-s-immigration-and-customs-enforcement,ICE,2018,0,2
homeland-security-department,u-s-immigration-and-customs-enforcement,ICE,2019,0,0
homeland-security-department,u-s-immigration-and-customs-enforcement,ICE,2020,0,0
homeland-security-department,u-s-immigration-and-customs-enforcement,ICE,2021,0,1
homeland-security-department,u-s-immigration-and-customs-enforcement,ICE,2022,0,0
homeland-security-department,u-s-immigration-and-customs-enforcement,ICE,2023,0,0
housing-and-urban-development-department,federal-housing-enterprise-oversight-office,OFHEO,1995,0,3
housing-and-urban-development-department,federal-housing-enterprise-oversight-office,OFHEO,1996,0,1
housing-and-urban-development-department,federal-housing-enterprise-oversight-office,OFHEO,1997,1,0
housing-and-urban-development-department,federal-housing-enterprise-oversight-office,OFHEO,1998,3,1
housing-and-urban-development-department,federal-housing-enterprise-oversight-office,OFHEO,1999,3,4
housing-and-urban-development-department,federal-housing-enterprise-oversight-office,OFHEO,2000,5,7
housing-and-urban-development-department,federal-housing-enterprise-oversight-office,OFHEO,2001,6,7
housing-and-urban-development-department,federal-housing-enterprise-oversight-office,OFHEO,2002,4,3
housing-and-urban-development-department,federal-housing-enterprise-oversight-office,OFHEO,2003,3,0
housing-and-urban-development-department,federal-housing-enterprise-oversight-office,OFHEO,2004,1,1
housing-and-urban-development-department,federal-housing-enterprise-oversight-office,OFHEO,2005,4,3
housing-and-urban-development-department,federal-housing-enterprise-oversight-office,OFHEO,2006,2,2
housing-and-urban-development-department,federal-housing-enterprise-oversight-office,OFHEO,2007,0,1
housing-and-urban-development-department,federal-housing-enterprise-oversight-office,OFHEO,2008,3,1
housing-and-urban-development-department,federal-housing-enterprise-oversight-office,OFHEO,2009,3,4
housing-and-urban-development-department,federal-housing-enterprise-oversight-office,OFHEO,2010,2,4
housing-and-urban-development-department,federal-housing-enterprise-oversight-office,OFHEO,2011,4,0
housing-and-urban-development-department,federal-housing-enterprise-oversight-office,OFHEO,2012,1,0
housing-and-urban-development-department,federal-housing-enterprise-oversight-office,OFHEO,2013,4,1
housing-and-urban-development-department,federal-housing-enterprise-oversight-office,OFHEO,2014,0,1
housing-and-urban-development-department,federal-housing-enterprise-oversight-office,OFHEO,2015,1,0
housing-and-urban-development-department,federal-housing-enterprise-oversight-office,OFHEO,2016,0,0
housing-and-urban-development-department,federal-housing-enterprise-oversight-office,OFHEO,2017,0,0
housing-and-urban-development-department,federal-housing-enterprise-oversight-office,OFHEO,2018,0,2
housing-and-urban-development-department,federal-housing-enterprise-oversight-office,OFHEO,2019,0,0
housing-and-urban-development-department,federal-housing-enterprise-oversight-office,OFHEO,2020,1,1
housing-and-urban-development-department,federal-housing-enterprise-oversight-office,OFHEO,2021,0,0
housing-and-urban-development-department,federal-housing-enterprise-oversight-office,OFHEO,2022,0,0
housing-and-urban-development-department,federal-housing-enterprise-oversight-office,OFHEO,2023,0,0
housing-and-urban-development-department,government-national-mortgage-association,GinnieMae,1995,2,0
housing-and-urban-development-department,government-national-mortgage-association,GinnieMae,1996,0,0
housing-and-urban-development-department,government-national-mortgage-association,GinnieMae,1997,0,0
housing-and-urban-development-department,government-national-mortgage-association,GinnieMae,1998,0,0
housing-and-urban-development-department,government-national-mortgage-association,GinnieMae,1999,0,0
housing-and-urban-development-department,government-national-mortgage-association,GinnieMae,2000,0,0
housing-and-urban-development-department,government-national-mortgage-association,GinnieMae,2001,0,0
housing-and-urban-development-department,government-national-mortgage-association,GinnieMae,2002,0,0
housing-and-urban-development-department,government-national-mortgage-association,GinnieMae,2003,0,0
housing-and-urban-development-department,government-national-mortgage-association,GinnieMae,2004,0,0
housing-and-urban-development-department,government-national-mortgage-association,GinnieMae,2005,0,0
housing-and-urban-development-department,government-national-mortgage-association,GinnieMae,2006,0,0
housing-and-urban-development-department,government-national-mortgage-association,GinnieMae,2007,0,0
housing-and-urban-development-department,government-national-mortgage-association,GinnieMae,2008,0,0
housing-and-urban-development-department,government-national-mortgage-association,GinnieMae,2009,0,0
housing-and-urban-development-department,government-national-mortgage-association,GinnieMae,2010,0,0
housing-and-urban-development-department,government-national-mortgage-association,GinnieMae,2011,0,0
housing-and-urban-development-department,government-national-mortgage-association,GinnieMae,2012,0,0
housing-and-urban-development-department,government-national-mortgage-association,GinnieMae,2013,0,0
housing-and-urban-development-department,government-national-mortgage-association,GinnieMae,2014,0,0
housing-and-urban-development-department,government-national-mortgage-association,GinnieMae,2015,0,0
housing-and-urban-development-department,government-national-mortgage-association,GinnieMae,2016,0,0
housing-and-urban-development-department,government-national-mortgage-association,GinnieMae,2017,0,0
housing-and-urban-development-department,government-national-mortgage-association,GinnieMae,2018,0,0
housing-and-urban-development-department,government-national-mortgage-association,GinnieMae,2019,0,0
housing-and-urban-development-department,government-national-mortgage-association,GinnieMae,2020,0,0
housing-and-urban-development-department,government-national-mortgage-association,GinnieMae,2021,0,0
housing-and-urban-development-department,government-national-mortgage-association,GinnieMae,2022,0,0
